index	Year	Type	Country	Activity	Injury	Fatal	NOT Fatal	Boating	Invalid
2647	1990	Unprovoked	USA	Surfing (sitting on his board)	No injury, board bitten	0	1	0	0
2649	1989	Provoked	USA	On board 51' fishing vessel One Ki	Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT	0	1	0	0
2650	1989	Unprovoked	AUSTRALIA		"No details, ""recovering in Darwin Hospital"""	0	1	0	0
2651	1989	Invalid	AUSTRALIA	Swimming	Swept out to sea, feared taken by shark	0	0	0	1
2652	1989	Unprovoked	AUSTRALIA	Surfing	Thigh bitten	0	1	0	0
2653	1989	Unprovoked	SOUTH AFRICA	Free diving & spearfishing	FATAL	1	0	0	0
2654	1989	Invalid	USA	Wading, knocked down & swept away by large waves	Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 	0	0	0	1
2655	1989	Unprovoked	AUSTRALIA	Swimming in canal	Left ankle broken & lacerated	0	1	0	0
2656	1989	Unprovoked	AUSTRALIA	Swimming	Puncture marks to right calf	0	1	0	0
2657	1989	Unprovoked	AUSTRALIA	Surfing	No injury, board bitten	0	1	0	0
2658	1989	Invalid	USA	Scuba diving	Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then a large tiger shark appeared and consumed most of remains	0	0	0	1
2659	1989	Unprovoked	USA	Surfing	Foot & leg bitten	0	1	0	0
2660	1989	Invalid	USA	Diving	FATAL	0	0	0	1
2661	1989	Unprovoked	AUSTRALIA	Surfing	No details	0	1	0	0
2662	1989	Unprovoked	SOUTH AFRICA	Free diving	Chest lacerated	0	1	0	0
2663	1989	Provoked	USA	Fishing, stepped on hooked shark's head	Bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
2664	1989	Boating	USA	Observing a shark feeding on a carcass of a humpback whale	No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass	0	0	1	0
2665	1989	Unprovoked	USA	Hookah diving for abalone (descending)	Leg bitten	0	1	0	0
2666	1989	Unprovoked	USA	Surfing	Non-fatal	0	1	0	0
2667	1989	Provoked	USA	Filming 5' blue shark	Hand  & both arms bitten   PROVOKED INCIDENT	0	1	0	0
2668	1989	Provoked	AUSTRALIA	Feeding fish	Left leg bitten by captive shark                   PROVOKED INCIDENT	0	1	0	0
2669	1989	Unprovoked	USA	Swimming	3 wounds on left hand	0	1	0	0
2670	1989	Unprovoked	SOUTH AFRICA	Surfing	Multiple Injuries	0	1	0	0
2671	1989	Unprovoked	AUSTRALIA	Surfing	No injury, shark took chunk out of surfboard	0	1	0	0
2672	1989	Unprovoked	BAHAMAS	Spearfishing	Severe hand and arm injuries; right hand surgically amputated	0	1	0	0
2673	1989	Provoked	AUSTRALIA	Fishing for sharks	Laceration to arm  PROVOKED INCIDENT	0	1	0	0
2674	1989	Invalid	BERMUDA	Scuba diving	FATAL	0	0	0	1
2675	1989	Unprovoked	SOUTH AFRICA	Surfing	Torso bitten	0	1	0	0
2676	1989	Unprovoked	REUNION	Surfing	FATAL	1	0	0	0
2677	1989	Unprovoked	USA	Surfing	5-inch gash on left leg	0	1	0	0
2678	1989	Unprovoked	USA	Playing 	Leg bitten	0	1	0	0
2679	1989	Unprovoked	USA	Fell off surfboard 20' from shore	Foot & ankle severely bitten	0	1	0	0
2680	1989	Unprovoked	USA	Spearfishing	Puncture wounds & lacerations to both legs	0	1	0	0
2681	1989	Unprovoked	ITALY	Windsurfing (urinating on his board)	Upper right thigh bitten	0	1	0	0
2682	1989	Unprovoked	SOUTH AFRICA	Surfing	No injury, board bitten	0	1	0	0
2683	1989	Unprovoked	SOUTH AFRICA	Free diving	Forearm bitten	0	1	0	0
2684	1989	Invalid	JAPAN		Doubtful incident, needs investigation	0	0	0	1
2685	1989	Unprovoked	USA	Swimming	Right calf bitten	0	1	0	0
2686	1989	Unprovoked	USA	Surfing (lying prone on his board)	Forearm bitten	0	1	0	0
2687	1989	Boating	USA		No injury to occupants. Shark rammed boat 4 times	0	0	1	0
2688	1989	Unprovoked	USA	Paddling on surfboard	Calf lacerated	0	1	0	0
2689	1989	Unprovoked	USA	Paddling on surfboard	Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by shark’s teeth	0	1	0	0
2690	1989	Unprovoked	AUSTRALIA	Surfing	Thigh bitten FATAL	1	0	0	0
2691	1989	Boating	AUSTRALIA	Kayaking	No injury, but the kayak was bitten by the shark	0	0	1	0
2692	1989	Provoked	SOUTH AFRICA	Fishing	Thigh lacerated & abraded  PROVOKED INCIDENT	0	1	0	0
2693	1989	Unprovoked	SOUTH AFRICA	Windsurfing	Foot bruised & minor lacerations	0	1	0	0
2694	1989	Unprovoked	ITALY	Scuba diving, but swimming on surface	FATAL. His body not recovered	1	0	0	0
2695	1989	Invalid	USA	Kayaking	Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement	0	0	0	1
2696	1989	Unprovoked	USA	Kayaking	FATAL, thigh bitten, hands lacerated  	1	0	0	0
2697	1989	Unprovoked	USA	Body boarding	Foot bitten	0	1	0	0
2698	1989	Unprovoked	SOUTH AFRICA	Lifesaving drill	Thigh bitten	0	1	0	0
2699	1989	Unprovoked	USA	Swimming in strong current with 3 others when he disappeared	Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia	1	0	0	0
2700	1989	Unprovoked	AUSTRALIA	Surfing with dolphins	Abdomen lacerated, surfboard holed	0	1	0	0
2701	1989	Unprovoked	PAPUA NEW GUINEA	Scuba diving, hand feeding sharks	Thigh & calf bitten	0	1	0	0
2702	1989	Unprovoked	USA	Spearfishing using scuba & trailing a string of bleeding fish	No injury, shark grabbed his fish and chased him to the boat	0	1	0	0
2703	1988	Unprovoked	CHILE	Skindiving	FATAL	1	0	0	0
2704	1988	Sea Disaster	AUSTRALIA	The Christie V sank on 11/6/1988, survivors were adrift on a dinghy	"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy"""	1	0	0	0
2705	1988	Sea Disaster	AUSTRALIA	The Christie V sank on 11/6/1988, survivors were adrift on a dinghy	FATAL	1	0	0	0
2706	1988	Sea Disaster	PHILIPPINES	The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives	According to survivors, many people were taken by sharks	1	0	0	0
2707	1988	Unprovoked	USA	Surfing (sitting on his board)	Leg bitten & femur fractured	0	1	0	0
2708	1988	Unprovoked	AUSTRALIA	Surfing	Lacerations to right leg	0	1	0	0
2709	1988	Unprovoked	USA	Surfing	Lacerations to left thigh	0	1	0	0
2710	1988	Unprovoked	USA	Surfing	Left leg lacerated	0	1	0	0
2711	1988	Unprovoked	USA	Surfing	Hand lacerated	0	1	0	0
2712	1988	Unprovoked	AUSTRALIA	Surfing	Lower right  leg lacerated	0	1	0	0
2713	1988	Unprovoked	USA	Wading	Leg lacerated	0	1	0	0
2714	1988	Unprovoked	USA	Surfing	Lacerations to foot	0	1	0	0
2715	1988	Unprovoked	USA	Walking	Dennis' hand injured; Ann's right forearm bitten	0	1	0	0
2716	1988	Unprovoked	USA	Snorkeling	FATAL, thigh & hand lacerated	1	0	0	0
2717	1988	Provoked	USA	Diving in Sharkey's Reef restaurant’s aquarium	Arm bitten by captive shark PROVOKED INCIDENT	0	1	0	0
2718	1988	Unprovoked	ITALY		Survived	0	1	0	0
2719	1988	Unprovoked	JAPAN		Survived	0	1	0	0
2720	1988	Unprovoked	USA	Surfing	Thigh bitten	0	1	0	0
2721	1988	Unprovoked	BAHAMAS	Free diving & spearfishing 	Hand bitten	0	1	0	0
2722	1988	Unprovoked	BAHAMAS	Spearfishing on scuba	Cheek bitten	0	1	0	0
2723	1988	Unprovoked	BAHAMAS	Diving	Right palm lacerated	0	1	0	0
2724	1988	Unprovoked	USA	Swimming	Punctures & deep scratches to foot & buttock	0	1	0	0
2725	1988	Unprovoked	USA	Boogie boarding	Punctures to lower left leg & foot	0	1	0	0
2726	1988	Unprovoked	BAHAMAS	Snorkeling	Leg lacerated	0	1	0	0
2727	1988	Unprovoked	BAHAMAS	Spearfishing	Lacerations to arm	0	1	0	0
2728	1988	Unprovoked	SOUTH AFRICA	Spearfishing	Left arm lacerated	0	1	0	0
2729	1988	Unprovoked	USA	Scuba diving	Survived	0	1	0	0
2730	1988	Unprovoked	USA	Sittting in water with his child	Left leg bitten	0	1	0	0
2731	1988	Unprovoked	USA	Swimming	Four lacerations to his ankle	0	1	0	0
2732	1988	Unprovoked	USA	Surfing	Cuts to right foot and ankle	0	1	0	0
2733	1988	Unprovoked	SOUTH KOREA	Shell diving	FATAL	1	0	0	0
2734	1988	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
2735	1988	Unprovoked	USA	Surfing / treading water	Left leg & right foot bitten	0	1	0	0
2736	1988	Unprovoked	REUNION	pêcheur de bichiques	FATAL	1	0	0	0
2737	1988	Unprovoked	USA	Surfing	No Injury	0	1	0	0
2738	1988	Unprovoked	USA	Swimming	Lacerations to left foot	0	1	0	0
2739	1988	Invalid	USA	Onboard 21' powerboat that capsized in rough seas	Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later	0	0	0	1
2740	1988	Unprovoked	USA	Surfing	Right hand bitten	0	1	0	0
2741	1988	Unprovoked	USA	Windsurfing	"6"" laceration to left foot"	0	1	0	0
2742	1988	Invalid	SOUTH AFRICA		Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.	0	0	0	1
2743	1988	Unprovoked	USA	Standing 	Foot bitten	0	1	0	0
2744	1988	Unprovoked	USA	Body surfing	Ankle bitten	0	1	0	0
2745	1988	Unprovoked	SOUTH AFRICA	Surfing	Lower left leg bitten, hand lacerated	0	1	0	0
2746	1988	Unprovoked	REUNION	Surfing	Laceration to hand	0	1	0	0
2747	1988	Boating	SOUTH AFRICA		No injury to occupants, pontoon puctured	0	0	1	0
2748	1988	Unprovoked	SOUTH AFRICA	Surfing	Ankle bitten	0	1	0	0
2749	1988	Unprovoked	SOUTH AFRICA	Lying atop surfboard	Leg bitten, surgically amputated	0	1	0	0
2750	1988	Boating	AUSTRALIA	Drift fishing	No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat	0	0	1	0
2751	1988	Unprovoked	Fiji	Diving	Lacerations to left arm & waist	0	1	0	0
2752	1988	Invalid	SOUTH AFRICA	Surfing	Minor injury to leg	0	0	0	1
2753	1988	Invalid	AUSTRALIA	Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu 	His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988	0	0	0	1
2754	1988	Provoked	USA	Fishing	Hand bitten by captured shark PROVOKED INCIDENT	0	1	0	0
2755	1988	Provoked	SOUTH AFRICA	Attempting to lasso shark's tail	Foot lacerated by hooked shark PROVOKED INCIDENT	0	1	0	0
2756	1988	Provoked	SOUTH AFRICA	Returning to shore, collided with shark	No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT	0	1	0	0
2757	1988	Unprovoked	AUSTRALIA	Surfing	Hand bitten	0	1	0	0
2758	1987	Sea Disaster	PHILIPPINES	Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker 	25 people survived; 300 shark-mutilated bodies were recovered	1	0	0	0
2759	1987	Unprovoked	USA	Surfing	Left calf bitten	0	1	0	0
2760	1987	Invalid	AUSTRALIA		Remains recovered from 4 m, 420-kg, caught 13-Dec-1987k	0	0	0	1
2761	1987	Unprovoked	USA	Surfing	Leg lacerated	0	1	0	0
2762	1987	Invalid	SOUTH AFRICA		Possible drowning / scavenging	0	0	0	1
2763	1987	Unprovoked	USA	Surfing	Buttock & leg bitten	0	1	0	0
2764	1987	Invalid	SOUTH AFRICA	Boogie boarding	Abrasion to forearm	0	0	0	1
2765	1987	Unprovoked	SOUTH AFRICA	Spearfishing	Left thigh & calf lacerated	0	1	0	0
2766	1987	Sea Disaster	DOMINICAN REPUBLIC	Vessel caught fire & capsized, survivors in the water	Of 160 people on board, >100 missing	1	0	0	0
2767	1987	Unprovoked	AUSTRALIA	Scuba Diving for scallops	FATAL	1	0	0	0
2768	1987	Unprovoked	SOUTH AFRICA	Surfing	Torso lacerated	0	1	0	0
2769	1987	Unprovoked	USA	Wading	Lower left leg lacerated	0	1	0	0
2770	1987	Unprovoked	USA	Surfing (sitting on his board)	Fingers & surfboard injured	0	1	0	0
2771	1987	Unprovoked	USA	Surfing	Right foot & ankle lacerated	0	1	0	0
2772	1987	Unprovoked	USA	Body surfing	Left foot bitten	0	1	0	0
2773	1987	Unprovoked	USA	Wading	Puncture wounds to right foot	0	1	0	0
2774	1987	Boating	USA	Dropping anchor	No injury to occupants. Shark grabbed anchor 	0	0	1	0
2775	1987	Unprovoked	BAHAMAS	Snorkeling	Right leg bitten	0	1	0	0
2776	1987	Unprovoked	BAHAMAS	Spearfishing	Puncture marks to torso	0	1	0	0
2777	1987	Provoked	USA	Fishing	Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT	0	1	0	0
2778	1987	Unprovoked	USA		"6"" cut to thigh"	0	1	0	0
2779	1987	Unprovoked	USA	Surfing	Hand lacerated  	0	1	0	0
2780	1987	Provoked	AUSTRALIA	Fishing	3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT	0	1	0	0
2781	1987	Invalid	SOUTH AFRICA	Fishing	Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s	0	0	0	1
2782	1987	Unprovoked	USA	Swimming	Right arm severed above elbow	0	1	0	0
2783	1987	Unprovoked	USA	Swimming from shore to anchored sailboat	Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor	1	0	0	0
2784	1987	Unprovoked	VANUATU	Swimming	FATAL	1	0	0	0
2785	1987	Unprovoked	AUSTRALIA	Surfing	Calf lacerated	0	1	0	0
2786	1987	Provoked	SOUTH AFRICA		No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT	0	1	0	0
2787	1987	Unprovoked	USA	Windsurfing	Lacerations to toe, heel & ankle of right foot	0	1	0	0
2788	1987	Sea Disaster	SOLOMON ISLANDS	The inter-island ferry Vula sank in heavy weather	FATAL	1	0	0	0
2789	1987	Unprovoked	SOUTH AFRICA	Spearfishing	Puncture wounds to right hand	0	1	0	0
2790	1987	Unprovoked	AUSTRALIA	Swimming	Right leg lacerated	0	1	0	0
2791	1987	Invalid	MONTENEGRO	Jumped into the water from a cliff	FATAL	0	0	0	1
2792	1987	Boating	ITALY	Boat	No injury	0	0	1	0
2793	1986	Unprovoked	SOUTH AFRICA	Spearfishing	2 punctures in lower leg	0	1	0	0
2794	1986	Unprovoked	SOUTH AFRICA	Body boarding	FATAL, legs bitten 	1	0	0	0
2795	1986	Unprovoked	USA	Surfing	Forearm bitten	0	1	0	0
2796	1986	Unprovoked	BAHAMAS	Adrift after ditching plane in the sea	No injury, bumped  by sharks	0	1	0	0
2797	1986	Unprovoked	USA	Free diving  & spearfishing (submerged)	Punctured lung, lacerations to shoulder, face, jaw, neck & forearm	0	1	0	0
2798	1986	Invalid	SOUTH AFRICA	Spearfishing	No injury, no attack, 1.8 m copper shark made threat displays	0	0	0	1
2799	1986	Unprovoked	NEW CALEDONIA	Spearfishing	Right leg bitten	0	1	0	0
2800	1986	Unprovoked	USA	Surfing	5' gash in leg	0	1	0	0
2801	1986	Unprovoked	USA	Surfing	Laceration to dorsum of left foot	0	1	0	0
2802	1986	Unprovoked	USA	Surfing	Ankle bitten	0	1	0	0
2803	1986	Provoked	SOUTH AFRICA	NSB Meshing	Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT	0	1	0	0
2804	1986	Unprovoked	USA	Swimming	Hip & thigh bitten	0	1	0	0
2805	1986	Unprovoked	SOUTH AFRICA	Racing ski	No injury, ski bitten	0	1	0	0
2806	1986	Unprovoked	AUSTRALIA		No details	0	1	0	0
2807	1986	Unprovoked	USA	Surfing	Laceration to right arm	0	1	0	0
2808	1986	Invalid	USA		Human hand recovered from 1.5 m [5'] blacktip shark's stomach	0	0	0	1
2809	1986	Unprovoked	USA	Surfing	Survived	0	1	0	0
2810	1986	Unprovoked	USA	Surfing	Hand bitten	0	1	0	0
2811	1986	Unprovoked	USA	Surfing	Hand bitten	0	1	0	0
2812	1986	Invalid	SOUTH AFRICA	Spearfishing	No injury, shark made threat display & impaled itself on spear 	0	0	0	1
2813	1986	Unprovoked	AUSTRALIA	Scuba diving	Survived	0	1	0	0
2814	1986	Unprovoked	FRANCE		Survived	0	1	0	0
2815	1986	Boating	AUSTRALIA	Fishing	No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water	0	0	1	0
2816	1986	Unprovoked	USA		Back of left thigh bitten	0	1	0	0
2817	1986	Unprovoked	SOUTH AFRICA	Spearfishing	Minor lacerations on left hand	0	1	0	0
2818	1986	Unprovoked	AUSTRALIA	Scuba diving	Survived	0	1	0	0
2819	1986	Unprovoked	SOUTH KOREA	Shell diving	FATAL	1	0	0	0
2820	1986	Unprovoked	USA	Fishing, fell from rocks & disappeared	Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark	1	0	0	0
2821	1986	Unprovoked	SPAIN	Diving	Abrasions	0	1	0	0
2822	1986	Unprovoked	SPAIN	Windsurfing	Foot severed	0	1	0	0
2823	1986	Unprovoked	SOUTH AFRICA	Treading water	Foot bitten	0	1	0	0
2824	1986	Unprovoked	SOUTH AFRICA	Surfing	No injury, board struck by shark	0	1	0	0
2825	1986	Unprovoked	SOUTH AFRICA	Surfing	No injury, board bitten	0	1	0	0
2826	1986	Unprovoked	SOUTH AFRICA	Surfing	No injury, knocked off board	0	1	0	0
2827	1986	Unprovoked	SOUTH AFRICA	Swimming	Lower leg lacerated	0	1	0	0
2828	1986	Unprovoked	SOUTH AFRICA	Spearfishing	2 punctures in upper arm	0	1	0	0
2829	1986	Unprovoked	AUSTRALIA	Surfing	No injury, knocked into water & board bitten	0	1	0	0
2830	1986	Unprovoked	USA	Surfing	Puncture wounds to both feet	0	1	0	0
2831	1986	Unprovoked	USA	Surfing	No injury, foot bumped	0	1	0	0
2832	1985	Unprovoked	SOUTH AFRICA	Surfing	Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg	0	1	0	0
2833	1985	Unprovoked	USA		Survived	0	1	0	0
2834	1985	Provoked	AUSTRALIA	Fishing	Laceration to lower left leg by hooked shark PROVOKED INCIDENT	0	1	0	0
2835	1985	Boating	USA	Boat	2 semi-circular bites on aft starboard tube of boat	0	0	1	0
2836	1985	Provoked	USA	Fishing	Forearm bitten by hooked shark PROVOKED INCIDENT	0	1	0	0
2837	1985	Unprovoked	SOUTH AFRICA	Body boarding	Left leg severely lacerated, superficial lacerations of right leg,  board damaged	0	1	0	0
2838	1985	Unprovoked	USA	Hookah diving for abalone	Minor injury to foot & ankle	0	1	0	0
2839	1985	Unprovoked	USA	Body boarding	Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark	0	1	0	0
2840	1985	Unprovoked	USA	Floating on inner tube after diving for lobster	Left arm lacerated	0	1	0	0
2841	1985	Provoked	USA	Fishing	Laceration to leg by hooked shark  PROVOKED INCIDENT	0	1	0	0
2842	1985	Unprovoked	USA	Free diving & spearfishing (descending)	Hip bumped by shark, no Injury	0	1	0	0
2843	1985	Invalid	SOUTH AFRICA	Swimming	Probable drowning / scavenging	0	0	0	1
2844	1985	Unprovoked	USA	Scuba diving	Laceration and 4 puncture wounds to left hand	0	1	0	0
2845	1985	Invalid	USA	Swimming	Found to be a hoax	0	0	0	1
2846	1985	Unprovoked	USA	Wading	Right calf bitten & less serious injury to left foot	0	1	0	0
2847	1985	Invalid	USA	Wading	"3"" wound on thigh"	0	0	0	1
2848	1985	Invalid	USA	Scuba diving	Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark 	0	0	0	1
2849	1985	Unprovoked	USA	Wading	Right calf bitten	0	1	0	0
2850	1985	Unprovoked	USA	Surfing	Hand bitten	0	1	0	0
2851	1985	Boating	USA	Bottom fishing for lingcod & had hooked a fish	No injury to occupant, shark rammed boat catapulting it out of the water	0	0	1	0
2852	1985	Unprovoked	USA	Playing in knee-deep water	2/3rd of left calf removed	0	1	0	0
2853	1985	Unprovoked	ITALY	Snorkeling	Contusion of left foot	0	1	0	0
2854	1985	Unprovoked	USA	Surfing, but lying prone on his board	Leg injured	0	1	0	0
2855	1985	Provoked	SOUTH AFRICA	Spearfishing	After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT	0	1	0	0
2856	1985	Unprovoked	USA	Surfing	Hand bitten	0	1	0	0
2857	1985	Unprovoked	AUSTRALIA	Free diving for scallops	FATAL	1	0	0	0
2858	1985	Unprovoked	USA	Scuba Diving for lobster (at surface)	Bruised	0	1	0	0
2859	1985	Unprovoked	USA	Surfing	Right foot bitten	0	1	0	0
2860	1985	Unprovoked	SOUTH AFRICA	Swimming	Right knee, calf and ankle lacerated	0	1	0	0
2861	1985	Invalid	SOUTH AFRICA		Probable drowning / scavenging	0	0	0	1
2862	1985	Unprovoked	SOUTH AFRICA	Surfing	Thigh & calf bitten	0	1	0	0
2863	1985	Boating	NEW ZEALAND	Investigating shark sighting	No injury to occupant, shark bit boat	0	0	1	0
2864	1985	Unprovoked	SOUTH AFRICA	Spearfishing	Minor injury to torso	0	1	0	0
2865	1985	Unprovoked	NEW CALEDONIA	Spearfishing	Legs bitten 	0	1	0	0
2866	1985	Provoked	SOUTH AFRICA	Spearfishing	Upper right arm bitten after he shot the shark PROVOKED INCIDENT	0	1	0	0
2867	1985	Unprovoked	VANUATU		FATAL	1	0	0	0
2868	1985	Unprovoked	IRAN	Fishing	FATAL	1	0	0	0
2869	1984	Boating	ITALY	Boat	No injury	0	0	1	0
2870	1984	Unprovoked	AUSTRALIA	Sailing on catamaran & fell into the water	FATAL	1	0	0	0
2871	1984	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
2872	1984	Provoked	USA	Spearfishing	Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT	0	1	0	0
2873	1984	Invalid	USA	Swimming	Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning	0	0	0	1
2874	1984	Unprovoked	USA	Surfing or body surfing	"9"" laceration to right forearm "	0	1	0	0
2875	1984	Invalid	USA	Wading	"10"" laceration on leg"	0	0	0	1
2876	1984	Unprovoked	USA	Surfing	Left calf bitten	0	1	0	0
2877	1984	Unprovoked	USA	Surfing (sitting on his board)	Abrasion on right foot, board bitten	0	1	0	0
2878	1984	Unprovoked	USA	Free diving , but surfacing	Legs & buttocks bitten	0	1	0	0
2879	1984	Unprovoked	USA	Surfing	Right foot bitten	0	1	0	0
2880	1984	Unprovoked	USA	Swimming	Left foot lacerated	0	1	0	0
2881	1984	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
2882	1984	Unprovoked	USA	Swimming	No details	0	1	0	0
2883	1984	Unprovoked	USA	Wading	Arm bitten	0	1	0	0
2884	1984	Unprovoked	USA	Skindiving	FATAL	1	0	0	0
2885	1984	Provoked	MEXICO	Spearfishing	No Injury, PROVOKED INCIDENT	0	1	0	0
2886	1984	Invalid	USA	Boat capsized?	Death was due to drowning; body scavenged by a tiger shark	0	0	0	1
2887	1984	Unprovoked	INDONESIA	Sea disaster, foundering of the cargo vessle M/V Dorolonda	FATAL	1	0	0	0
2888	1984	Unprovoked	USA	Swimming	Lacerations on right foot	0	1	0	0
2889	1984	Unprovoked	USA	Swimming	Legs severely lacerated	0	1	0	0
2890	1984	Invalid	SOUTH AFRICA	Spearfishing	FATAL, but shark involvement prior to death could not be determined	0	0	0	1
2891	1984	Unprovoked	USA	During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water 	Leg abraded	0	1	0	0
2892	1984	Unprovoked	SOUTH AFRICA	Spearfishing	No injury, shark hit swim fin	0	1	0	0
2893	1984	Unprovoked	SOUTH AFRICA	Surfing	No injury, board bitten	0	1	0	0
2894	1984	Unprovoked	USA	Towing her sister on plastic ski board	Foot bitten	0	1	0	0
