index	Year	Type	Country	Activity	Injury	Fatal	NOT Fatal	Boating	Invalid
2345	1995	Unprovoked	USA	Abalone diving using Hookah (resting on the surface)	Lower leg bitten	0	1	0	0
2346	1995	Invalid	USA	Swimming	Laceration to lower leg	0	0	0	1
2347	1995	Unprovoked	USA	Surfing	Left hand & forearm bitten	0	1	0	0
2348	1995	Unprovoked	USA	On a float	Puncture wounds on ankle & leg	0	1	0	0
2349	1995	Unprovoked	BRAZIL	Surfing	Survived	0	1	0	0
2350	1995	Unprovoked	USA	Surfing	Left elbow bitten	0	1	0	0
2351	1995	Unprovoked	USA	Surfing	4 puncture wounds on right pinky finger	0	1	0	0
2352	1995	Unprovoked	USA	Swimming	Left arm bitten	0	1	0	0
2353	1995	Unprovoked	USA	Swimming 	Right foot bitten	0	1	0	0
2354	1995	Unprovoked	USA	Surfing	Bottom of left foot gashed	0	1	0	0
2355	1995	Unprovoked	USA	Diving	No injury	0	1	0	0
2356	1995	Unprovoked	TONGA	Fishing	Upper left thigh avulsed  	0	1	0	0
2357	1995	Unprovoked	USA	Wading	Thigh lacerated	0	1	0	0
2358	1995	Invalid	USA	Swimming	Death resulted fom drowning; tiger shark bites were post-mortem	0	0	0	1
2359	1995	Unprovoked	USA	Surfing	Laceration to left heel	0	1	0	0
2360	1995	Unprovoked	USA	"""Riding waves on a board"""	Left foot bitten	0	1	0	0
2361	1995	Unprovoked	USA	Body boarding	Multiple bites on right leg and knee	0	1	0	0
2362	1995	Invalid	TONGA	Fishing	Finger broken when 1.8 m [6'] hooked grey reef shark  grabbed his catch	0	0	0	1
2363	1995	Invalid	USA	Diving	Torso bitten by 4 m [13'] white shark	0	0	0	1
2364	1995	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
2365	1995	Unprovoked	USA	Surfing	Minor laceration on lower leg	0	1	0	0
2366	1995	Unprovoked	USA	Surfing	Laceration to heel	0	1	0	0
2367	1995	Unprovoked	USA	Standing	2-inch laceration to lower right leg 	0	1	0	0
2368	1995	Unprovoked	USA		Hand bitten (minor injury)	0	1	0	0
2369	1995	Unprovoked	USA	Swimming	Right foot bitten	0	1	0	0
2370	1995	Unprovoked	USA	Body boarding	Foot bitten	0	1	0	0
2371	1995	Unprovoked	BRAZIL	Surfing	Arm bitten, FATAL	1	0	0	0
2372	1984	Unprovoked	SOUTH AFRICA	Surfing	Wetsuit lacerated	0	1	0	0
2373	1995	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
2374	1995	Provoked	USA	Fishing	Minor laceration to leg from a hooked shark PROVOKED INCIDENT	0	1	0	0
2375	1995	Provoked	USA	Jumped off surfboard & landed on the shark	Foot bitten PROVOKED INCIDENT	0	1	0	0
2376	1995	Unprovoked	USA	Scuba diving (ascending using scooter)	Forearm, abdomen & upper leg lacerated	0	1	0	0
2377	1995	Unprovoked	USA	Kayaking	Minor injuries	0	1	0	0
2378	1995	Unprovoked	USA	Playing / jumping	Ankle bitten	0	1	0	0
2379	1995	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
2380	1995	Unprovoked	USA	Swimming	Right leg bitten	0	1	0	0
2381	1995	Unprovoked	USA	Swimming	Leg bitten	0	1	0	0
2382	1995	Unprovoked	USA	Swimming	Puncture wounds & scratches to torso & left leg 	0	1	0	0
2383	1995	Unprovoked	HONG KONG	Swimming	FATAL, left  leg & forearm severed	1	0	0	0
2384	1995	Unprovoked	HONG KONG	Swimming	FATAL, right thigh bitten, femur exposed  	1	0	0	0
2385	1995	Unprovoked	HONG KONG	Diving	FATAL, right leg severed, left leg lacerated 	1	0	0	0
2386	1995	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
2387	1995	Unprovoked	FIJI	Sleeping in anchored boat	FATAL, hand & leg severely injured by shark that leapt into boat  	1	0	0	0
2388	1995	Unprovoked	AUSTRALIA		No details	0	1	0	0
2389	1995	Unprovoked	SOUTH KOREA	Diving for abalone	Right leg severed FATAL	1	0	0	0
2390	1995	Invalid	USA		Dorsum of right hand bitten, a probable bluefish bite	0	0	0	1
2391	1995	Unprovoked	USA		Puncture wounds on right foot	0	1	0	0
2392	1995	Unprovoked	AUSTRALIA	Diving	No injury, shark took swimfin	0	1	0	0
2393	1995	Unprovoked	JAPAN	Scuba diving for bivalves	FATAL	1	0	0	0
2394	1995	Unprovoked	AUSTRALIA	Surf skiing	No injury, knocked off board by shark	0	1	0	0
2395	1995	Unprovoked	AUSTRALIA	Surfing	Left arm lacerated	0	1	0	0
2396	1995	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
2397	1995	Unprovoked	SOUTH AFRICA	Swimming	Lacerations to lower leg & foot	0	1	0	0
2398	1995	Unprovoked	VENEZUELA	Wind surfing	Right ankle & foot bitten	0	1	0	0
2399	1995	Unprovoked	SOUTH AFRICA	Swimming	FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated 	1	0	0	0
2400	1995	Unprovoked	BRAZIL	Surfing	Foot bitten	0	1	0	0
2401	1995	Invalid	SOUTH AFRICA	Diving	Reportedly lost lower right leg as result of shark bite	0	0	0	1
2402	1995	Provoked	AUSTRALIA	Snorkeling	No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT	0	1	0	0
2403	1995	Invalid	USA	Scuba diving	Death resulted fom drowning; shark bites were post-mortem	0	0	0	1
2404	1995	Unprovoked	USA		No details	0	1	0	0
2405	1994	Unprovoked	SOUTH AFRICA	Body boarding	No injury, board bitten	0	1	0	0
2406	1994	Unprovoked	USA	Surfing, sitting on board	No injury, shark bit surfboard	0	1	0	0
2407	1994	Unprovoked	BRAZIL	Surfing	Survived	0	1	0	0
2408	1994	Unprovoked	BRAZIL	Surfing	Right thigh bitten	0	1	0	0
2409	1994	Unprovoked	VANUATU		No details	0	1	0	0
2410	1994	Invalid	AUSTRALIA	Murder victim	Shark scavenged on his corpse	0	0	0	1
2411	1994	Unprovoked	USA	Commercial diver (submerged or treading water)	FATAL, right leg nearly severed, puncture wounds to left leg 	1	0	0	0
2412	1994	Unprovoked	BRAZIL	Surfing	FATAL	1	0	0	0
2413	1994	Unprovoked	SOUTH AFRICA	Spearfishing	No injury	0	1	0	0
2414	1994	Unprovoked	USA	Surfing, paddling seawards	Right thigh & board bitten	0	1	0	0
2415	1994	Unprovoked	USA	Surfing	No injury, shark bit surfboard	0	1	0	0
2416	1994	Unprovoked	BRAZIL	Surfing	Survived	0	1	0	0
2417	1994	Unprovoked	BRAZIL	Surfing	Survived	0	1	0	0
2418	1994	Provoked	USA	Wading	Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT	0	1	0	0
2419	1994	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
2420	1994	Unprovoked	USA	Swimming	Right side of abdomen & left hand bitten	0	1	0	0
2421	1994	Unprovoked	USA	Surfing	No injury, surfboard bitten	0	1	0	0
2422	1994	Sea Disaster	USA	Adrift on refugee raft	FATAL	1	0	0	0
2423	1994	Unprovoked	USA	Jumped off rocks into white water	Left calf bitten	0	1	0	0
2424	1994	Unprovoked	JAPAN		Survived	0	1	0	0
2425	1994	Unprovoked	BRAZIL	Surfing	Left foot severed	0	1	0	0
2426	1994	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
2427	1994	Unprovoked	REUNION	Windsurfing	FATAL	1	0	0	0
2428	1994	Unprovoked	SOUTH AFRICA	Surfing	FATAL, leg severed 	1	0	0	0
2429	1994	Unprovoked	SOUTH AFRICA	Surfing	Buttock & leg bitten	0	1	0	0
2430	1994	Unprovoked	BRAZIL	Surfing	Survived	0	1	0	0
2431	1994	Unprovoked	USA	Surfing	Right calf lacerated	0	1	0	0
2432	1994	Unprovoked	BAHAMAS	Spearfishing	Forearm severely bitten	0	1	0	0
2433	1994	Unprovoked	USA	Surfing	Foot lacerated	0	1	0	0
2434	1994	Unprovoked	USA	Surfing	Right foot lacerated	0	1	0	0
2435	1994	Unprovoked	USA	Spearfishing	Shoulder bitten	0	1	0	0
2436	1994	Unprovoked	USA	Wading	Lower left calf & ankle  lacerated	0	1	0	0
2437	1994	Unprovoked	USA	Wading	Gash on ankle	0	1	0	0
2438	1994	Unprovoked	USA	Surfing	Right knee lacerated	0	1	0	0
2439	1994	Invalid	USA		Not a shark attack; possibly murder. Body recovered 4-16-1994 minus severed leg. Blue shark bites were post-mortem	0	0	0	1
2440	1994	Unprovoked	REUNION		FATAL	1	0	0	0
2441	1994	Unprovoked	BAHAMAS	Wading	Lower right  leg bitten	0	1	0	0
2442	1994	Unprovoked	USA	Freediving for seashells	Left shoulder lacerated	0	1	0	0
2443	1994	Unprovoked	SOUTH AFRICA	Spearfishing	FATAL  	1	0	0	0
2444	1994	Unprovoked	CHILE	Swimming alongside NOAA research vessel Discoverer	Leg severed mid-thigh	0	1	0	0
2445	1994	Unprovoked	CHILE	Swimming alongside NOAA research vessel Discoverer	Thigh bitten	0	1	0	0
2446	1994	Provoked	USA	Removing shark from tank in nightclub 	Arm lacerated by captive shark PROVOKED INCIDENT	0	1	0	0
2447	1994	Unprovoked	BRAZIL	Surfing	Leg bitten	0	1	0	0
2448	1994	Unprovoked	SOUTH AFRICA	Spearfishing	Swim fin bitten	0	1	0	0
2449	1994	Unprovoked	USA	Surfing	Left foot bitten	0	1	0	0
2450	1994	Provoked	USA	Fishing	Arm bitten while trying to secure shark caught by navy personnel from vessel PROVOKED INCIDENT	0	1	0	0
2451	1994	Unprovoked	SOUTH AFRICA	Surfing	Leg bitten 	0	1	0	0
2452	1994	Unprovoked	NEW CALEDONIA	Fishing	FATAL, right foot severed	1	0	0	0
2453	1994	Unprovoked	BRAZIL	Swimming	Right leg bitten	0	1	0	0
2454	1994	Unprovoked	USA	Surfing	FATAL	1	0	0	0
2455	1994	Unprovoked	SOUTH AFRICA	Windsurfing	Calf bitten	0	1	0	0
2456	1994	Boating	AUSTRALIA	Fishing	No injury to occupants, shark bit anchor and ladder	0	0	1	0
2457	1994	Unprovoked	AUSTRALIA	Swimming, after falling off towed kneeboard	Hamstring bitten	0	1	0	0
2458	1994	Unprovoked	SOUTH AFRICA	Swimming 	Foot bitten	0	1	0	0
2459	1994	Unprovoked	HONG KONG	Playing volleyball with friends	Both legs lacerated	0	1	0	0
2460	1994	Unprovoked	USA	Surfing	Foot bitten	0	1	0	0
2461	1993	Unprovoked	USA	Surfing	FATAL	1	0	0	0
2462	1993	Unprovoked	USA	Swimming	"""Minor cuts to left leg"""	0	1	0	0
2463	1993	Unprovoked	AUSTRALIA	Hookah diving	FATAL	1	0	0	0
2464	1993	Unprovoked	USA	Surfing, paddling shorewards	Left leg severely bitten	0	1	0	0
2465	1993	Unprovoked	SOMALIA	Stamding	FATAL	1	0	0	0
2466	1993	Unprovoked	USA	Surfing	Serious injury to left leg	0	1	0	0
2467	1993	Unprovoked	USA	Swimming	Thigh & hand lacerated	0	1	0	0
2468	1993	Boating	USA	Kayaking	No Injury, Kayak holed	0	0	1	0
2469	1993	Unprovoked	USA	Surfing	Serious leg wounds	0	1	0	0
2470	1993	Unprovoked	SOMALIA	Swimming	FATAL	1	0	0	0
2471	1993	Unprovoked	SOUTH AFRICA	Spearfishing	Calf lacerated	0	1	0	0
2472	1993	Unprovoked	EL SALVADOR	Surfing	Left leg gashed	0	1	0	0
2473	1993	Unprovoked	EL SALVADOR	Surfing	FATAL, arms & legs bitten, then drowned 	1	0	0	0
2474	1993	Unprovoked	USA	Wading	Left foot bitten	0	1	0	0
2475	1993	Unprovoked	USA		Left foot bitten	0	1	0	0
2476	1993	Unprovoked	SPAIN	Swimming	Thigh bitten, toes of left foot severed	0	1	0	0
2477	1993	Unprovoked	BAHAMAS	Spearfishing	Leg bitten	0	1	0	0
2478	1993	Unprovoked	USA	Surfing	Right foot bitten	0	1	0	0
2479	1993	Unprovoked	USA	Surfing, paddling seawards	Abrasions & board bitten	0	1	0	0
2480	1993	Boating	USA	Watching the shark feeding on a dead pinniped	No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times	0	0	1	0
2481	1993	Unprovoked	USA	Riding floatation device	Severe lacerations to abdomen & thighs	0	1	0	0
2482	1993	Boating	AUSTRALIA	Fishing	No injury to occupants. Shark struck boat, lifting the outboard motor	0	0	1	0
2483	1993	Unprovoked	USA	Free diving for abalone (ascending)	Severe bites to head & shoulder	0	1	0	0
2484	1993	Unprovoked	NEW CALEDONIA	Fishing for lobsters	FATAL	1	0	0	0
2485	1993	Boating	EL SALVADOR	Oyster fishing	FATAL x 2	1	0	1	0
2486	1993	Unprovoked	SOUTH AFRICA	Surfing	Puncture wounds on chest	0	1	0	0
2487	1993	Unprovoked	USA	Playing	Right knee bitten	0	1	0	0
2488	1993	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
2489	1993	Unprovoked	REUNION	Body boarding	Note: see 1992.06.28	0	1	0	0
2490	1993	Unprovoked	HONG KONG	Swimming	FATAL	1	0	0	0
2491	1993	Unprovoked	MEXICO	Scuba diving	FATAL	1	0	0	0
2492	1993	Unprovoked	USA	Paddling on surfboard or body board	Feet & ankles bitten	0	1	0	0
2493	1993	Unprovoked	AUSTRALIA	Scuba diving	FATAL	1	0	0	0
2494	1993	Unprovoked	AUSTRALIA	Scuba diving at seal colony	FATAL	1	0	0	0
2495	1993	Unprovoked	HONG KONG	Swimming	FATAL	1	0	0	0
2496	1993	Unprovoked	USA	Swimming	No injury, bumped by shark	0	1	0	0
2497	1993	Unprovoked	HONG KONG		Missing, believed taken by a shark	1	0	0	0
2498	1993	Unprovoked	SOMALIA	Swimming	FATAL	1	0	0	0
2499	1993	Invalid	AUSTRALIA	Spearfishing	No injury 	0	0	0	1
2500	1993	Unprovoked	BRAZIL	Surfing	Survived	0	1	0	0
2501	1993	Unprovoked	USA	Floating on his back	Both feet lacerated	0	1	0	0
2502	1993	Unprovoked	JAPAN		Survived	0	1	0	0
2503	1993	Unprovoked	USA	Paddling on surfboard	Lower legs lacerated 	0	1	0	0
2504	1993	Unprovoked	USA	Free diving & spearfishing (ascending)	No injury, swim fin bitten	0	1	0	0
2505	1993	Unprovoked	NEW CALEDONIA	Swimming	Hip bitten	0	1	0	0
2506	1993	Sea Disaster	TONGA	Sea disaster	Puncture wounds to right thigh	0	0	0	0
2507	1993	Sea Disaster	TONGA	Sea disaster	Foot bitten	0	0	0	0
2508	1993	Provoked	AUSTRALIA	Fishing	Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT	0	1	0	0
2509	1993	Unprovoked	BRAZIL	Body boarding	Left leg bitten	0	1	0	0
2510	1993	Unprovoked	AUSTRALIA	Spearfishing	"6"" laceration to left forearm"	0	1	0	0
2511	1993	Boating	CARIBBEAN SEA	   	No injury to occupants. Sharks, attracted to offal from slaughtered dolphin, attacked & damaged their canoe	0	0	1	0
2512	1993	Unprovoked	USA	Surfing	No injury, shark bit board	0	1	0	0
2513	1993	Unprovoked	ANGOLA	Surfing	Right Leg bitten	0	1	0	0
2514	1993	Unprovoked	SOMALIA		FATAL	1	0	0	0
2515	1993	Unprovoked	TONGA	Spearfishing	Left buttock and thigh bitten	0	1	0	0
2516	1993	Unprovoked	USA	Snorkeling	Survived	0	1	0	0
2517	1992	Unprovoked	USA	Standing in waist-deep water, helping his father tend a gill net containing dead fish	Right leg bruised & abraded	0	1	0	0
2518	1992	Unprovoked	USA	Lying on surfboard	"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard"	0	1	0	0
2519	1992	Unprovoked	USA	Spearfishing / free diving	10 puncture wounds to right calf	0	1	0	0
2520	1992	Unprovoked	USA	Surfing	Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand	0	1	0	0
2521	1992	Unprovoked	USA	Surfing	Right ankle bitten	0	1	0	0
2522	1992	Boating	USA	Kayaking	No injury, kayak bitten	0	0	1	0
2523	1992	Unprovoked	FIJI	Scuba diving	Left arm lacerated	0	1	0	0
2524	1992	Unprovoked	USA	Scuba diving (submerged)	Foot punctured	0	1	0	0
2525	1992	Unprovoked	USA	Surfing	Heel bitten	0	1	0	0
2526	1992	Unprovoked	USA	Body boarding	Right leg severely lacerated  FATAL	1	0	0	0
2527	1992	Unprovoked	USA	Hookah diving for sea urchins	Foot & swim fin punctured	0	1	0	0
2528	1992	Unprovoked	USA	Surfing	"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board"	0	1	0	0
2529	1992	Unprovoked	AUSTRALIA	Scuba diving	Minor injury while delivering pup of female shark caught in a net	0	1	0	0
2530	1992	Unprovoked	BRAZIL	Boogie boarding	Legs bitten	0	1	0	0
2531	1992	Unprovoked	AUSTRALIA	Surfing	FATAL	1	0	0	0
2532	1992	Unprovoked	BRAZIL	Body boarding	Left leg severely bitten	0	1	0	0
2533	1992	Unprovoked	USA	Surfing	Minor bruises	0	1	0	0
2534	1992	Unprovoked	USA	Standing	Right ankle & calf bitten	0	1	0	0
2535	1992	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
2536	1992	Unprovoked	USA	Surf fishing	Foot bitten, 8 stitches needed to repair the wound	0	1	0	0
2537	1992	Unprovoked	BAHAMAS	Snorkeling, carrying a speared fish in her hand	Left hand bitten	0	1	0	0
2538	1992	Unprovoked	AUSTRALIA	Surfing	Minor cuts, sufboard bitten	0	1	0	0
2539	1992	Invalid	USA	Fell from cliff while fishing & disappeared in strong current	Body recovered next morning. Injuries appeared to be inflicted post mortem	0	0	0	1
2540	1992	Unprovoked	USA	Surfing	No injury, board bitten	0	1	0	0
2541	1992	Provoked	USA	Snorkeling	Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT	0	1	0	0
2542	1992	Invalid	USA	Fisherman	No details	0	0	0	1
2543	1992	Invalid	USA	Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found	Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites due to cookie cutter shark	0	0	0	1
2544	1992	Unprovoked	USA	Standing	Lacerations to left foot	0	1	0	0
2545	1992	Unprovoked	BRAZIL	Surfing	Arm bitten	0	1	0	0
2546	1992	Unprovoked	BRAZIL	Surfing	Lower leg bitten, surgically amputated	0	1	0	0
2547	1992	Unprovoked	BRAZIL	Swimming	FATAL	1	0	0	0
2548	1992	Unprovoked	REUNION	Surfing	FATAL	1	0	0	0
2549	1992	Unprovoked	VANUATU	Swimming	Right leg was bitten above and below the knee and an artery was punctured	0	1	0	0
2550	1992	Boating	JAPAN	Preparing to fish for jack-mackerel	No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat	0	0	1	0
2551	1992	Unprovoked	REUNION	Diving	Survived	0	1	0	0
2552	1992	Invalid	USA	Scuba diving 	Disappeared. His ripped dive jacket was recovered	0	0	0	1
2553	1992	Unprovoked	REUNION	Surfing	FATAL	1	0	0	0
2554	1992	Unprovoked	MEXICO	Scuba diving & filming	Fingers, hand & arm bitten	0	1	0	0
2555	1992	Unprovoked	NEW ZEALAND	Snorkeling	Right forearm severed, left forearm lacerated & broken	0	1	0	0
2556	1992	Unprovoked	SOUTH AFRICA	Surfing	Punctures & lacerations on lower leg	0	1	0	0
2557	1992	Unprovoked	USA	Surfing, paddling seawards	Foot bitten, crescent of bitemarks in both sides of board	0	1	0	0
2558	1992	Unprovoked	AUSTRALIA	Surfing	Right thigh, back & hand lacerated	0	1	0	0
2559	1992	Unprovoked	JAPAN	Hookah diving for pen shells 	FATAL, body not recovered	1	0	0	0
2560	1992	Boating	JAPAN	Fishing for yellowtail, Seriola quinqueradiata	No injury to boat or occupant	0	0	1	0
2561	1992	Unprovoked	USA	Surfing (sitting on his board)	Left shoulder & side bitten, board broken	0	1	0	0
2562	1992	Unprovoked	USA	Body boarding	FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark	1	0	0	0
2563	1992	Unprovoked	JAPAN	Diving for pen shells	No injury, steel diving helmet bitten 3 times	0	1	0	0
2564	1992	Invalid	AUSTRALIA	Surfing	No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable	0	0	0	1
2565	1992	Unprovoked	REUNION	Spearfishing	Survived	0	1	0	0
2566	1992	Unprovoked	AUSTRALIA	Boogie boarding	Right leg lacerated	0	1	0	0
2567	1992	Unprovoked	SOUTH AFRICA	Swimming 	Right foot lacerated	0	1	0	0
2568	1992	Unprovoked	SOUTH AFRICA	Spearfishing	Left cheek lacerated	0	1	0	0
2569	1992	Unprovoked	MAURITIUS	Fishing	Survived	0	1	0	0
2570	1992	Unprovoked	JAPAN		Survived	0	1	0	0
2571	1992	Invalid	JAPAN		Survived. questionable incident	0	0	0	1
2572	1992	Unprovoked	FIJI		FATAL	1	0	0	0
2573	1991	Unprovoked	USA	Hookah diving for sea urchins	No injury, shark became tangled in hose & towed him 100'	0	1	0	0
2574	1991	Unprovoked	USA	Snorkeling	FATAL, right leg at hip, left leg and right forearm severed  	1	0	0	0
2575	1991	Unprovoked	USA	Snorkeling	Right calf abraded	0	1	0	0
2576	1991	Unprovoked	USA	Fishing from rocks, swept out to sea by large wave & treading water	Body not recovered, shorts found indicating shark bite on left side	1	0	0	0
2577	1991	Provoked	USA	Fishing	Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT	0	1	0	0
2578	1991	Unprovoked	AUSTRALIA	Boogie boarding	Calf scratched & chunk bitten from board	0	1	0	0
2579	1991	Unprovoked	USA	Surfing	Right foot & ankle lacerated	0	1	0	0
2580	1991	Unprovoked	USA	Surfing	Arm, shoulder & back bitten	0	1	0	0
2581	1991	Invalid	BAHAMAS	Spearfishing	Initally reported as a shark attack, forensic examination concluded cause of death was drowning	0	0	0	1
2582	1991	Unprovoked	AUSTRALIA	Scuba diving	FATAL	1	0	0	0
2583	1991	Provoked	AUSTRALIA	Finning the shark that bit him	Shark bit his arm, nearly severing it PROVOKED INCIDENT	0	1	0	0
2584	1991	Unprovoked	USA	Swimming	Deep cuts on lower leg	0	1	0	0
2585	1991	Unprovoked	USA	Wading	Bite to left thigh & calf	0	1	0	0
2586	1991	Provoked	USA	Fishing	Laceration to right forearm PROVOKED INCIDENT	0	1	0	0
2587	1991	Boating	ITALY	Canoeing	No Injury to occupant; canoe bitten	0	0	1	0
2588	1991	Unprovoked	USA	Snorkeling	Arm bitten	0	1	0	0
2589	1991	Unprovoked	USA	Swimming from makeshift raft  to life vest after fishing boat sank	Punctures in lower abdomen & groin 	0	1	0	0
2590	1991	Unprovoked	USA	Swimming	Arm bitten	0	1	0	0
2591	1991	Unprovoked	REUNION	Surfing	Left arm severed	0	1	0	0
2592	1991	Unprovoked	USA	Surfing	Forearm, upper thigh, knee & ankle lacerated	0	1	0	0
2593	1991	Unprovoked	USA	Boogie boarding	Severe laceration to foot	0	1	0	0
2594	1991	Unprovoked	HONG KONG		FATAL	1	0	0	0
2595	1991	Unprovoked	HONG KONG	Fishing	FATAL, right arm severed  	1	0	0	0
2596	1991	Unprovoked	USA	Surfing	Hand bitten	0	1	0	0
2597	1991	Unprovoked	USA	Swimming behind sailboat	Left ankle, calf, thigh and abdomen bitten	0	1	0	0
2598	1991	Unprovoked	HONG KONG	Swimming 	Abdomen bitten & leg severed  FATAL	1	0	0	0
2599	1991	Unprovoked	USA	Sitting on surfboard	Right calf bitten	0	1	0	0
2600	1991	Unprovoked	SOUTH AFRICA	Scuba diving	No injury, tank scratched by shark	0	1	0	0
2601	1991	Provoked	BRAZIL	Fishing	2 fingers severed by netted shark PROVOKED INCIDENT	0	1	0	0
2602	1991	Provoked	USA	Diving	Minor injury by captive shark PROVOKED INCIDENT	0	1	0	0
2603	1991	Unprovoked	USA	Surfing, collided with shark	Right thigh	0	1	0	0
2604	1991	Unprovoked	USA	Sitting on surfboard	Deep lacerations to calf & ankle	0	1	0	0
2605	1991	Unprovoked	AUSTRALIA	Scuba diving	Lacerations to arm & leg	0	1	0	0
2606	1991	Unprovoked	USA	Surfing	Calf lacerated & board bitten	0	1	0	0
2607	1991	Unprovoked	SOUTH AFRICA	Spearfishing	Foot & swim fin bitten	0	1	0	0
2608	1991	Unprovoked	AUSTRALIA	Swimming	Hands, legs & buttocks lacerated	0	1	0	0
2609	1991	Unprovoked	AUSTRALIA	Surf-skiing	No injury, shark brushed ski	0	1	0	0
2610	1991	Unprovoked	AUSTRALIA	Surfing (or sailboarding)	Survived	0	1	0	0
2611	1990	Invalid	SOUTH AFRICA		Survived	0	0	0	1
2612	1990	Unprovoked	AUSTRALIA	Swimming 	Abdomen, hip, leg & arm bitten	0	1	0	0
2613	1990	Unprovoked	USA	Scuba diving (but on surface)	Leg bitten	0	1	0	0
2614	1990	Unprovoked	USA	Surfing	Ear, shoulder, arm, wrist & ear injured	0	1	0	0
2615	1990	Unprovoked	USA	Surfing	Hand & wrist bitten, tooth fragments in wound	0	1	0	0
2616	1990	Unprovoked	USA	Surfing	Cuts on left foot 	0	1	0	0
2617	1990	Unprovoked	AUSTRALIA	Swimming	Buttocks & hip bitten	0	1	0	0
2618	1990	Unprovoked	AUSTRALIA	Surfing	Lacerations to foot	0	1	0	0
2619	1990	Unprovoked	USA	Surfing	Wrist bitten	0	1	0	0
2620	1990	Unprovoked	USA	Surfing	No Injury, board bitten	0	1	0	0
2621	1990	Unprovoked	USA	Surfing	Superficial injuries to left foot & ankle	0	1	0	0
2622	1990	Unprovoked	SOUTH AFRICA	Spearfishing	Right hand lacerated	0	1	0	0
2623	1990	Unprovoked	USA	Free diving / spearfishing, from paddleboard & floating on the surface	Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck	0	1	0	0
2624	1990	Boating	USA	Kayaking	No injury, kayak capsized	0	0	1	0
2625	1990	Invalid	USA	SCUBA diving	Disappeared, body recovered with large bite on thigh	0	0	0	1
2626	1990	Unprovoked	USA	Surfing	4 punctures on leg & board bitten	0	1	0	0
2627	1990	Unprovoked	USA	Surfing	Minor cuts to foot	0	1	0	0
2628	1990	Unprovoked	USA	Wade fishing	Minor injury	0	1	0	0
2629	1990	Unprovoked	USA	Wading	10-inch laceration to right foot	0	1	0	0
2630	1990	Unprovoked	USA	Surfing	Minor injury to left ankle & foot	0	1	0	0
2631	1990	Unprovoked	SOUTH AFRICA	Scuba diving (but on surface)	FATAL, thigh bitten  	1	0	0	0
2632	1990	Unprovoked	BAHAMAS	Spearfishing	Left forearm bitten	0	1	0	0
2633	1990	Provoked	SOUTH AFRICA	Fishing	No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT	0	1	0	0
2634	1990	Unprovoked	AUSTRALIA	Snorkeling	Lacerations	0	1	0	0
2635	1990	Unprovoked	AUSTRALIA	Snorkeling, possibly holding a fish	Lacerations	0	1	0	0
2636	1990	Unprovoked	SOUTH AFRICA	Resting on surfboard	Thigh severely lacerated	0	1	0	0
2637	1990	Unprovoked	SOUTH AFRICA	Lying on surfboard & paddling	Leg bitten	0	1	0	0
2638	1990	Unprovoked	AUSTRALIA	Surfing	Lacerations & abrasions, board bitten in half	0	1	0	0
2639	1990	Unprovoked	AUSTRALIA	Free diving for trochus	Presumed FATAL	1	0	0	0
2640	1990	Unprovoked	AUSTRALIA	Surfing	No injury, board broken in two	0	1	0	0
2641	1990	Unprovoked	AUSTRALIA	Surfing	No injury, board bitten	0	1	0	0
2642	1990	Unprovoked	USA	Sitting on surfboard	Ankle lacerated, lower left leg severely abraded 	0	1	0	0
2643	1990	Unprovoked	FIJI	Swimming	Lacerations to right leg	0	1	0	0
2644	1990	Unprovoked	REUNION	Surfing	Survived	0	1	0	0
2645	1990	Unprovoked	USA	Scuba diving & spearfishing	Right arm severed  FATAL	1	0	0	0
2646	1990	Unprovoked	USA	Board sailing	Foot bitten	0	1	0	0
